x,y,z
58.97047921229634,12.413360680493463,150.0
57.74259176582891,12.414114325798106,150.0
56.3390410403612,12.483650038048921,150.0
54.50769407479349,12.567990284319187,150.0
52.255494431009424,12.648972082174403,150.0
49.624325954238905,12.748796183104487,150.0
46.67691634644923,12.866707919606041,150.0
43.476580632125895,12.989020552745725,150.0
40.085098295858124,13.091788637969788,150.0
36.56064416438074,13.141275697924073,150.0
32.94653197980727,13.078775360804832,150.0
29.22478052297802,12.88399817719062,150.0
25.43303178079622,12.573161078735682,150.0
21.61106674212304,12.142567646612063,150.0
17.801794525292554,11.572100777833283,150.0
13.99879659027001,10.85753546456869,150.0
10.231505030902088,10.032246054500161,150.0
6.539461386979249,9.116298013987777,150.0
2.96424726755004,8.12591645671318,150.0
-0.4550470215231872,7.074338733581701,150.0
-3.6824721007519283,5.9752905853170715,150.0
-6.683191795641631,4.8419349762069395,150.0
-9.427985535273084,3.687977117069449,150.0
-11.887624454444026,2.527862966768431,150.0
-14.041011365307261,1.3760510939758395,150.0
-15.865310947590402,0.24966506405296002,150.0
-17.347433501066696,-0.835073464216747,150.0
-18.468818478992823,-1.8590668737114007,150.0
-19.231327679668777,-2.8048889138656157,150.0
-19.618974016578345,-3.6310746194536123,150.0
-19.661847725303783,-3.859993766553875,150.0
